Source/Request	Already?	Know? (grade)	POPULAR	Title	APP	Artist	Other Artist	Year	Other year	Duplicate	Decade	Genre	Crowd hit	Country?	Gig notes	MP3	Lyrics	Melody	Chords	Needs?	SIB DONE	PDF DONE	FORSCORE/TYPE
				Here, There And Everywhere	Y	The Beatles		6			60s-70s												BFB
				Hey Bulldog	Y	The Beatles		6			60s-70s												BFB
				Hey Hey Hey Hey	Y	The Beatles		6			60s-70s												BFB
05/14/16 Fleischman party	X			Hey Jude	Y	The Beatles		6															
				Hold Me Tight	Y	The Beatles		6			60s-70s												BFB
				Honey Don't	Y	The Beatles		6			60s-70s												BFB
				Honey Pie	Y	The Beatles		6			60s-70s												BFB
				I Am The Walrus	Y	The Beatles		6			60s-70s												BFB
				I Call Your Name	Y	The Beatles		6			60s-70s												BFB
				I Don't Want To Spoil The Party	Y	The Beatles		6			60s-70s												BFB
				I Feel Fine	Y	The Beatles		6			60s-70s												BFB
				I Me Mine	Y	The Beatles		6			60s-70s												BFB
				I Need You	Y	The Beatles		6			60s-70s												BFB
				I Saw Her Standing There	Y	The Beatles		6			60s-70s												BFB
				I Should Have Known Better	Y	The Beatles		6			60s-70s												BFB
				I Wanna Be Your Man	Y	The Beatles		6			60s-70s												BFB
PRF 3rd only				I Want to Hold Your Hand	Y	The Beatles		6															PRF
				I Want To Tell You	Y	The Beatles		6			60s-70s												BFB
				I Want You (She's So Heavy)	Y	The Beatles		6			60s-70s												BFB
				I Will	Y	The Beatles		6			60s-70s												BFB
				I'll Be Back	Y	The Beatles		6			60s-70s												BFB
				I'll Cry Instead	Y	The Beatles		6			60s-70s												BFB
				I'll Follow The Sun	Y	The Beatles		6			60s-70s												BFB
				I'll Get You	Y	The Beatles		6			60s-70s												BFB
				I'm A Loser	Y	The Beatles		6			60s-70s												BFB
				I'm Down	Y	The Beatles		6			60s-70s												BFB
				I'm Happy Just To Dance With You	Y	The Beatles		6			60s-70s												BFB
				I'm Looking Through You	Y	The Beatles		6			60s-70s												BFB
				I'm Only Sleeping	Y	The Beatles		6			60s-70s												BFB
				I'm So Tired	Y	The Beatles		6			60s-70s												BFB
				I've Got A Feeling	Y	The Beatles		6			60s-70s												BFB
				I've Just Seen A Face	Y	The Beatles		6			60s-70s												BFB
				If I Fell	Y	The Beatles		6			60s-70s												BFB
				If I Needed Someone	Y	The Beatles		6			60s-70s												BFB
				In My Life	Y	The Beatles		6															CRF
				It Won't Be Long	Y	The Beatles		6			60s-70s												BFB
				It's All Too Much	Y	The Beatles		6			60s-70s												BFB
				It's Only Love	Y	The Beatles		6			60s-70s												BFB
				Julia	Y	The Beatles		6			60s-70s												BFB
				Lady Madonna	Y	The Beatles		6															CRF
				Let It Be	Y	The Beatles		6			60s-70s												BFB
				Little Child	Y	The Beatles		6			60s-70s												BFB
				Long Long Long	Y	The Beatles		6			60s-70s												BFB
				Love Me Do	Y	The Beatles		6			60s-70s												BFB
				Love You To	Y	The Beatles		6			60s-70s												BFB
				Lovely Rita	Y	The Beatles		6			60s-70s												BFB
				Lucy In The Sky With Diamonds	Y	The Beatles		6			60s-70s												BFB
				Lucy In The Sky With Diamonds	Y	The Beatles		6															CRF
				Maggie Mae	Y	The Beatles		6			60s-70s												BFB
				Magical Mystery Tour	Y	The Beatles		6			60s-70s												BFB
				Martha My Dear	Y	The Beatles		6			60s-70s												BFB
				Matchbox	Y	The Beatles		6			60s-70s												BFB
				Maxwell's Silver Hammer	Y	The Beatles		6			60s-70s												BFB
				Mean Mr. Mustard	Y	The Beatles		6			60s-70s												BFB
Tuzzy Braddy/Tuz Piano 6/7/16				Michelle	Y	The Beatles		6			60s												yes
				Misery	Y	The Beatles		6			60s-70s												BFB
				Money (That's What I Want)	Y	The Beatles		6															RBF
				Mother Nature's Son	Y	The Beatles		6			60s-70s												BFB
				Mr. Moonlight	Y	The Beatles		6			60s-70s												BFB
				No Reply	Y	The Beatles		6			60s-70s												BFB
				Norwegian Wood (This Bird Has Flown)	Y	The Beatles		6			60s-70s												BFB
				Not A Second Time	Y	The Beatles		6			60s-70s												BFB
				Nowhere Man	Y	The Beatles		6			60s-70s												BFB
				Ob-La-Di, Ob-La-Da	Y	The Beatles		6			60s-70s												BFB
				Octopus's Garden	Y	The Beatles		6			60s-70s												BFB
				Oh! Darling	Y	The Beatles		6			60s-70s												BFB
				Old Brown Shoe	Y	The Beatles		6			60s-70s												BFB
				One After 909	Y	The Beatles		6			60s-70s												BFB
				Only A Northern Song	Y	The Beatles		6			60s-70s												BFB
				P.S. I Love You	Y	The Beatles		6			60s-70s												BFB
				Paperback Writer	Y	The Beatles		6															CRF
				Penny Lane	Y	The Beatles		6															CRF
				Piggies	Y	The Beatles		6			60s-70s												BFB
				Please Please Me	Y	The Beatles		6			60s-70s												BFB
				Polythene Pam	Y	The Beatles		6			60s-70s												BFB
				Rain	Y	The Beatles		6			60s-70s												BFB
				Revolution	Y	The Beatles		6			60s-70s												BFB
				Rocky Raccoon	Y	The Beatles		6			60s-70s												BFB
				Run For Your Life	Y	The Beatles		6			60s-70s												BFB
				Savoy Truffle	Y	The Beatles		6			60s-70s												BFB
				Sexy Sadie	Y	The Beatles		6			60s-70s												BFB
				Sgt. Pepper's Lonely Hearts Club Band	Y	The Beatles		6			60s-70s												BFB
				She Came In Through The Bathroom Window	Y	The Beatles		6			60s-70s												BFB
				She Loves You	Y	The Beatles		6			60s-70s												BFB
				She Said She Said	Y	The Beatles		6			60s-70s												BFB
				She's A Woman	Y	The Beatles		6			60s-70s												BFB
				She's Leaving Home	Y	The Beatles		6			60s-70s												BFB
				Slow Down	Y	The Beatles		6			60s-70s												BFB
				Something	Y	The Beatles		6			60s-70s												BFB
				Strawberry Fields Forever	Y	The Beatles		6			60s-70s												BFB
				Sun King	Y	The Beatles		6			60s-70s												BFB
				Taxman	Y	The Beatles		6			60s-70s												BFB
				Tell Me What You See	Y	The Beatles		6			60s-70s												BFB
				Tell Me Why	Y	The Beatles		6			60s-70s												BFB
				Thank You Girl	Y	The Beatles		6			60s-70s												BFB
				The Ballad Of John And Yoko	Y	The Beatles		6			60s-70s												BFB
				The Continuing Story Of Bungalow Bill	Y	The Beatles		6			60s-70s												BFB
				The End	Y	The Beatles		6			60s-70s												BFB
				The Fool On The Hill	Y	The Beatles		6			60s-70s												BFB
				The Inner Light	Y	The Beatles		6			60s-70s												BFB
				The Long And Winding Road	Y	The Beatles		6			60s-70s												BFB
				The Night Before	Y	The Beatles		6			60s-70s												BFB
				The Word	Y	The Beatles		6			60s-70s												BFB
				There's A Place	Y	The Beatles		6			60s-70s												BFB
				Things We Said Today	Y	The Beatles		6			60s-70s												BFB
				Think For Yourself	Y	The Beatles		6			60s-70s												BFB
				This Boy (Ringo's Theme)	Y	The Beatles		6			60s-70s												BFB
				Ticket To Ride (featured in the Motion Picture HELP!)	Y	The Beatles		6			60s-70s												BFB
				Tomorrow Never Knows	Y	The Beatles		6			60s-70s												BFB
				Twist And Shout	Y	The Beatles		6															CRF
				Two Of Us	Y	The Beatles		6			60s-70s												BFB
				Wait	Y	The Beatles		6			60s-70s												BFB
				We Can Work It Out	Y	The Beatles		6			60s-70s												BFB
				What Goes On	Y	The Beatles		6			60s-70s												BFB
				What You're Doing	Y	The Beatles		6			60s-70s												BFB
				When I Get Home	Y	The Beatles		6			60s-70s												BFB
				When I'm Sixty-Four	Y	The Beatles		6			60s-70s												BFB
				While My Guitar Gently Weeps	Y	The Beatles		6			60s-70s												BFB
				Why Don't We Do It In The Road	Y	The Beatles		6			60s-70s												BFB
				Within You Without You	Y	The Beatles		6			60s-70s												BFB
				Yellow Submarine	Y	The Beatles		6			60s-70s												BFB
				Yer Blues	Y	The Beatles		6			60s-70s												BFB
				Yes It Is	Y	The Beatles		6			60s-70s												BFB
Tuzzy Braddy/Tuz Piano 6/7/16				Yesterday	Y	The Beatles		6			60s												yes
				You Can't Do That	Y	The Beatles		6			60s-70s												BFB
				You Know My Name (Look Up The Number)	Y	The Beatles		6			60s-70s												BFB
				You Like Me Too Much	Y	The Beatles		6			60s-70s												BFB
				You Never Give Me Your Money	Y	The Beatles		6			60s-70s												BFB
				You Won't See Me	Y	The Beatles		6			60s-70s												BFB
				You're Going To Lose That Girl	Y	The Beatles		6			60s-70s												BFB
				You've Got To Hide Your Love Away	Y	The Beatles		6			60s-70s												BFB
				You've Got To Hide Your Love Away	Y	The Beatles		6															CRF
				You've Really Got A Hold On Me	Y	The Beatles		6			60s-70s												BFB
				Your Mother Should Know	Y	The Beatles		6			60s-70s												BFB
Tuzzy Braddy/Tuz Piano 6/7/16				With A Little Help From My Friends	Y	The Beatles ^^ Joe Cocker		6			60s												yes
				Stayin' Alive	Y	The BeeGees		7															PRF
				Soul Man	Y	The Blues Brothers ^^ Sam and Dave	Sam and Dave	1967															RBF
				Eight Miles High	Y	The Byrds		1966				Classic Rock											CRF
				Money		The Byrds																	CRF
				So You Want To Be A Rock And Roll Star		The Byrds																	CRF
				Cool Jerk		The Capitols																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				My Best Friend's Girl	Y	The Cars		8			80s												yes
				I Fought The Law	Y	The Clash		7															CRF
				Little Egypt		The Coasters																	RBF
				Yakety Yak	Y	The Coasters		1962															PRF
				Brick House	Y	The Commodores		1977				Funk											RBF
05/14/16 Fleischman party	X			Friday I’m In Love	Y	The Cure		1992				New wave/post-punk											
Tuzzy Braddy/Tuz Piano 6/7/16				I Believe In A Thing Called Love	Y	The Darkness		0			00s												yes
				Iko Iko		The Dixie Cups																	RBF
				Jesus Is Just Alright		The Doobie Brothers																	CRF
				Under The Boardwalk	Y	The Drifters		1964															PRF
				Up On The Roof	Y	The Drifters		1962															RBF
				Save The Last Dance For Me	Y	The Drifters ^^ Michael Buble	Michael Buble	0															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Already Gone	Y	The Eagles		1974			60-70												yes
				Heartache Tonight	Y	The Eagles		1979				Classic rock											CRF
Tuzzy Braddy/Tuz Piano 6/7/16		C		One Of These Nights	Y	The Eagles		7			70s												yes
				Best Of My Love (from BOOGIE NIGHTS)		The Emotions																	RBF
				All I Have To Do Is Dream	Y	The Everly Brothers		1970				Rock											PRF
				Wake Up Little Susie	Y	The Everly Brothers		1958															PRF
				In The Still Of The Nite (I'll Remember)	Y	The Five Satins		6															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Got You Where I Want You	Y	The Flys		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Build Me Up Buttercup	Y	The Foundations		6			60s												yes
PRF 4th only				Can't Take My Eyes Off Of You	Y	The Four Seasons		1967				Pop											PRF 4th (don't have)
				December 1963 (Oh, What A Night)	Y	The Four Seasons		1975															PRF
				Bernadette		The Four Tops																	RBF
				I Believe In You And Me (from the Touchstone Motion Picture THE PREACHER'S WIFE)		The Four Tops																	RBF
				I Can't Help Myself (Sugar Pie, Honey Bunch)	Y	The Four Tops		1965															RBF
				It's The Same Old Song		The Four Tops																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Follow You Down	Y	The Gin Blossoms		9			90s												yes
				We Got The Beat	Y	The Go-Gos		1981															PRF
PRF 4th only				Iris	Y	The Goo Goo Dolls		9															
				American Woman	Y	The Guess Who		1970				Classic rock											CRF
				These Eyes		The Guess Who																	CRF
				Long Cool Woman (In A Black Dress)	Y	The Hollies		1971															CRF
				The Air That I Breathe		The Hollies																	CRF
				It's Your Thing		The Isley Brothers																	RBF
				Shout	Y	The Isley Brothers		1959															RBF
				ABC	Y	The Jackson 5		1970															RBF
				I Want You Back	Y	The Jackson 5		1969															RBF
				I'll Be There	Y	The Jackson 5		1970															RBF
				Looking For A New Love		The Jackson 5																	RBF
				Mama's Pearl		The Jackson 5																	RBF
				Maybe Tomorrow		The Jackson 5																	RBF
				Rockin' Robin	Y	The Jackson 5		1972															PRF
				The Love You Save	Y	The Jackson 5		1970															RBF
PRF 4th only				Louie, Louie	Y	The Kingsmen		1963															PRF 4th (don't have)
				Summer In The City	Y	The Lovin’ Spoonful		1966															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Hey Ho	Y	The Lumineers		1			10s												yes
05/07/16 Irizarry wedding	X	A+		Ho Hey	Y	The Lumineers		0			00s	Rock											LC
				Kiss And Say Goodbye		The Manhattans																	RBF
				Please Mr. Postman	Y	The Marvelettes ^^ The Beatles	The Beatles	1960															RBF
				Last Train To Clarksville	Y	The Monkees		6															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				I'm A Believer	Y	The Monkees ^^ Neil Diamond		6			60-70												yes
				Nights In White Satin	Y	The Moody Blues		1967															CRF
				Tuesday Afternoon (Forever Afternoon)		The Moody Blues																	CRF
				Little Bit O' Soul		The Music Explosion																	CRF
05/14/16 Fleischman party	X			Your Love	Y	The Outfield		1985															
				Earth Angel	Y	The Penguins		1954				Pop music, Rock											PRF
PRF 3rd only				(You've Got) The Magic Touch		The Platters		2015															PRF
PRF 3rd only				Smoke Gets in Your Eyes	Y	The Platters		1973															PRF
				The Great Pretender	Y	The Platters		5															RBF
				I'm So Excited	Y	The Pointer Sisters		8															RBF
				Don't Stand So Close To Me	Y	The Police		1980				Rock											CRF
				Every Breath You Take	Y	The Police		1983				Rock											CRF
				Every Little Thing She Does Is Magic	Y	The Police		1981				Classic Rock											CRF
				King Of Pain	Y	The Police		8															PRF
				Message In A Bottle	Y	The Police		1979															CRF
				Roxanne	Y	The Police		1978					X										CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Peaches	Y	The Presidents of the USA		9															yes
Tuzzy Braddy/Tuz Piano 6/7/16				I'm Gonna Be (500 Miles)	Y	The Proclaimers		8			80s												yes
05/14/16 Fleischman party	X			I’m Gonna Be (500 Miles)	Y	The Proclaimers		1988					X										
				Good Lovin'	Y	The Rascals		1966															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				I'll Be There For You 	Y	The Rembrandts		9			90s	TV											yes
05/14/16 Fleischman party	X			I’ll Be There For You	Y	The Rembrandts		1995															
				Angie	Y	The Rolling Stones		1973				Classic Rock											CRF
				Beast Of Burden	Y	The Rolling Stones																	CRF
				It's Only Rock 'N' Roll (But I Like It)	Y	The Rolling Stones		1974															CRF
				Miss You	Y	The Rolling Stones		7															CRF
				Shattered		The Rolling Stones																	CRF
				She's So Cold	Y	The Rolling Stones		1980															CRF
				Start Me Up		The Rolling Stones																	CRF
				Tumbling Dice		The Rolling Stones																	CRF
				Waiting On A Friend	Y	The Rolling Stones		7															CRF
				Let Me In		The Sensations																	RBF
				Goodnight, Sweetheart, Goodnight	Y	The Spaniels		2010				Pop											RBF
				Hard To Handle	Y	The Spin Doctors		1990				Hard rock											RBF
				I'll Take You There		The Staple Singers																	RBF
				If You're Ready (Come Go With Me)		The Staple Singers																	RBF
				I Hear A Symphony		The Supremes																	RBF
				Love Is Like An Itching In My Heart		The Supremes																	RBF
				Stop! In The Name Of Love	Y	The Supremes		6															RBF
				You Can't Hurry Love	Y	The Supremes		6															RBF
				Take Me To The River	Y	The Talking Heads		1978															RBF
				Get Ready	Y	The Temptations		1966				Classic soul											RBF
				I Can't Get Next To You		The Temptations																	RBF
				I'm Losing You (I Know)		The Temptations																	RBF
				Just My Imagination (Running Away With Me)		The Temptations																	RBF
				My Girl	Y	The Temptations		1964					X										RBF
				Papa Was A Rollin' Stone	Y	The Temptations		1972															RBF
				The Way You Do The Things You Do	Y	The Temptations		6															RBF
05/14/16 Fleischman party	X			Ain’t too proud to beg	Y	The Temptations ^^ The Rolling Stones	The Rolling Stones	1966			60s	Motown	X										
				A Lover's Concerto		The Toys		1966															PRF
				Wild Thing	Y	The Troggs		1966															CRF
				Happy Together	Y	The Turtles		1967				Rock, Pop											PRF
Tuzzy Braddy/Tuz Piano 6/7/16				One Headlight	Y	The Wallflowers		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Give Your Heart a Break	Y	The Wanted		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Glad You Came	Y	The Wanted		1			10s												yes
				I Can See For Miles	Y	The Who		1967															CRF
				My Generation	Y	The Who		6															CRF
				The Magic Bus	Y	The Who		6															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				That Thing You Do	Y	The Wonders		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Don't Lets Start	Y	They Might Be Giants		8			80s												yes
				Joy To The World	Y	Three Dog Night		1970															CRF
PRF 4th only				I Think We're Alone Now	Y	Tiffany		8															PRF 4th (don't have)
				Better Be Good To Me		Tina Turner																	RBF
				I Don't Wanna Fight (from the Touchstone Motion Picture WHAT'S LOVE GOT TO DO WITH IT)		Tina Turner																	RBF
				Creep (TLC)	Y	TLC		1993				R&B											RBF
				No Scrubs	Y	TLC		1999															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Waterfalls	Y	TLC		9			90s												yes
				Hello, It's Me		Todd Rundgren																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				American Girl	Y	Tom Petty and the Heartbreakers		1976			60-70	Classic Rock											yes
				Breakdown	Y	Tom Petty and the Heartbreakers		1977				Funk											CRF
				Don't Do Me Like That	Y	Tom Petty and The Heartbreakers		1979				Classic rock											CRF
05/14/16 Fleischman party	X			Free Fallin’	Y	Tom Petty and the Heartbreakers		1989				Classic Rock	X										
				Refugee	Y	Tom Petty and The Heartbreakers		1979															CRF
				Mother		Tommy James & The Shondells																	CRF
05/07/16 Irizarry wedding		C		867-5309	Y	Tommy Tutone		1981			80s	80s hits											LS
Tuzzy Braddy/Tuz Piano 6/7/16				Unbreak My Heart	Y	Toni Braxton		9			90s												yes
				You Mean The World To Me	Y	Toni Braxton		9															RBF
				Fast Car	Y	Tracy Chapman		1988				Singer-songwriter											RBF
				Give Me One Reason	Y	Tracy Chapman		1995				Singer-songwriter											RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Drive By	Y	Train		1			10s			X	Etzel								yes
Tuzzy Braddy/Tuz Piano 6/7/16				Drops of Jupiter	Y	Train		9			90s	Favorites											yes
Tuzzy Braddy/Tuz Piano 6/7/16				Hey Soul Sister	Y	Train		0			00s				Etzel								yes
PRF 3rd only				I Still Haven't Found What I'm Looking For	Y	U2		1987															PRF
PRF 3rd only				With or Without You	Y	U2		1987															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				DJ Got Us Fallin' In Love	Y	Usher		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				More	Y	Usher		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Scream	Y	Usher		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Brown Eyed Girl	Y	Van Morrison		6			60s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Dancing In The Moonlight	Y	Van Morrison		7			70s												yes
				Save The Best For Last	Y	Vanessa Williams		1992															RBF
				Chariots Of Fire	Y	Vangelis		1981				Rock, Pop											PRF
				Exhale (Shoop Shoop)	Y	Whitney Houston		9															RBF
				I Have Nothing		Whitney Houston																	RBF
				I Wanna Dance With Somebody	Y	Whitney Houston		1987															PRF 4th (don't have)
				I'm Your Baby Tonight		Whitney Houston																	RBF
				It's Not Right But It's Okay		Whitney Houston																	RBF
				Count On Me (from WAITING TO EXHALE)		Whitney Houston & CeCe Winans																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Always On My Mind	Y	Willie Nelson ^^ Elvis Presley	Elvis Presley	1973			70s	Slow		X	Etzel								PRF
				634-5789		Wilson Pickett		1966															RBF
				In The Midnight Hour		Wilson Pickett																	RBF
				Land Of A Thousand Dances		Wilson Pickett																	RBF
				Mustang Sally	Y	Wilson Pickett		1966															RBF
				Owner Of A Lonely Heart	Y	Yes		1983															CRF
PRF 4th only				Everything I Do, I Do It For You	LEARN			1991															PRF 4th (don't have)
				1 2 3																			RBF
				Islands In The Stream	LEARN																		PRF
Must learn				Scotty Doesn't Know 	Learn																		
				Sexual Healing	LEARN																		RBF
				A Lover's Question				1958															PRF
				A Teenager In Love								Jazz, Britpop, R&B/soul, Easy listening, Classical, World, Schlager/volksmusik, Doo wop, Rockabilly, Rock, Blues, Pop											PRF
PRF 3rd only				Achy Breaky Heart (Don't Tell My Heart)																			PRF
				After The Love Has Gone																			RBF
PRF 4th only				Against All Odds (Take A Look At Me Now) (from AGAINST ALL ODDS)																			PRF
PRF 4th only				Ahab The Arab																			PRF
				Ain't Got No Home																			RBF
				Ain't Nothing Like The Real Thing																			RBF
				All Around The World																			PRF
				All Cried Out																			RBF
				All For Love (from Walt Disney Pictures' THE THREE MUSKETEERS)																			PRF
				All In Love Is Fair																			RBF
				All Out Of Love																			PRF
				All Right Now																			CRF
				All Shook Up																			PRF
PRF 3rd only				All Those Years Ago																			PRF
PRF 3rd only				All Through the Night																			PRF
				Alone																			PRF
				Alone Again (Naturally)																			PRF
				Alone At Last																			RBF
PRF 4th only				Along Comes Mary																			PRF
PRF 4th only				Amazed																			PRF
				And When I Die																			CRF
PRF 4th only				Angel																			PRF
PRF 4th only				Angel Flying Too Close To The Ground																			PRF
				Angel Of The Morning																			PRF
PRF 4th only				Another Day In Paradise																			PRF
				Another Sad Love Song																			RBF
				Anytime You Need A Friend																			RBF
				As																			RBF
				At My Front Door																			RBF
				At The Hop																			PRF
				Atlantis																			CRF
PRF 3rd only				Axel F																			PRF
				Baby I Need Your Lovin'							Motown												RBF
				Baby Love							Motown												RBF
				Baby What A Big Surprise																			PRF
				Baby Workout																			RBF
PRF 4th only				Baby, Come To Me																			
				Baby, What You Want Me To Do																			RBF
				Back In My Arms Again																			RBF
PRF 4th only				Back In The High Life Again																			
				Back In The Saddle																			CRF
PRF 3rd only				Bad Blood																			PRF
				Bad Idea				9			90s												BF Scores
		C		Bad Medicine				8			80s				Brillant								CRF
PRF 3rd only				Baker Street																			PRF
				Ball Of Confusion (That's What The World Is Today)																			RBF
				Ballroom Blitz																			CRF
PRF 4th only				Be-Bop-A-Lula																			
PRF 4th only				Beep Beep																			PRF
				Before You Walk Out Of My Life																			RBF
				Ben (from BEN)																			RBF
PRF 4th only				Big Bad John																			PRF
PRF 4th only				Biggest Part Of Me																			
PRF 3rd only				Billy, Don't Be a Hero																			PRF
PRF 3rd only				Blaze of Glory																			PRF
				Blue Bayou																			PRF
				Blue Collar Man (Long Nights)																			CRF
				Blue Sky																			CRF
				Blue Suede Shoes (from G.I. BLUES)																			PRF
				Blueberry Hill																			PRF
PRF 3rd only				Boogie Fever																			PRF
PRF 4th only				Boogie Nights																			
				Book Of Love																			PRF
				Born Free (from the Columbia Pictures' Release BORN FREE)																			PRF
				Brand New Key																			PRF
				Brandy (You're A Fine Girl)																			PRF
				Breaking Up Is Hard To Do																			PRF
PRF 4th only				Breathe																			PRF
				Breathe Again																			RBF
				Breathe Again																			PRF
PRF 3rd only				Brother Louie																			PRF
				Buffalo Stance																			RBF
				Bug A Boo																			RBF
				Bus Stop																			CRF
				But I Do (I Don't Know Why)																			RBF
				But It's Alright																			RBF
				Bye Bye Love																			PRF
PRF 4th only				C'mon Marianne																			PRF
				Calendar Girl																			PRF
PRF 3rd only				California Dreamin'																			PRF
PRF 4th only				California Sun																			PRF
				Call Me The Breeze																			CRF
				Can't Let Go																			RBF
PRF 3rd only				Can't We Try																			PRF
PRF 4th only				Candida																			PRF
PRF 3rd only				Car Wash																			PRF
PRF 3rd only				Careless Whisper																			PRF
PRF 4th only				Cathy's Clown																			PRF
				Chains Of Love																			RBF
PRF 3rd only				Chanson d'Amour (The Ra-Da-Da-Da-Da Song)																			PRF
				Chante's Got A Man																			RBF
				Chantilly Lace																			PRF
				Charlie Brown																			PRF
				Cherish																			PRF
				Chevy Van																			PRF
				Claire (Clair)																			PRF
				Cloud Nine																			RBF
				Cold Sweat, Pt. 1																			RBF
PRF 3rd only				Cold-Hearted																			PRF
				Come See About Me																			RBF
				Could It Be Magic																			PRF
PRF 4th only				Crimson And Clover																			PRF
				Cruisin' (from DUETS)																			RBF
PRF 4th only				Crystal Blue Persuasion																			
		C		Cuts Like A Knife				8			80s				Brillant								CRF
				Daddy Dance With Me										X	Etzel (07/02/2016)								
PRF 4th only				Daddy's Home																			
				Dance With Me																			RBF
PRF 4th only				Dance With Me Henry (The Wallflower)																			PRF
				Dancing In The Street (featured in GOOD MORNING VIETNAM)																			PRF
PRF 4th only				Dawn (Go Away)																			PRF
				Daydream																			PRF
				Dedicated To The One I Love																			RBF
				Devil Or Angel																			PRF
				Devil With The Blue Dress																			RBF
				Did You Ever Have To Make Up Your Mind?																			PRF
				Die a Happy Man										X	Etzel (07/02/2016)								
PRF 4th only				Disco Lady																			PRF
PRF 4th only				Dizzy																			PRF
				Do It ('Til You're Satisfied)																			PRF
PRF 4th only				Do That To Me One More Time																			PRF
				Do The Funky Chicken																			RBF
				Do You Know Where You're Going To? (Theme from MAHOGANY)																			RBF
				Do You Love Me																			RBF
PRF 3rd only				Do You Really Want to Hurt Me																			PRF
				Do You Want To Dance?																			RBF
				Do Your Thing																			RBF
PRF 3rd only				Doctor! Doctor!																			PRF
				Don't Be Cruel (To A Heart That's True)																			PRF
PRF 4th only				Don't Cry Out Loud (We Don't Cry Out Loud) (from THE BOY FROM OZ)																			PRF
PRF 4th only				Don't Fall In Love With A Dreamer																			
PRF 3rd only				Don't Give Up on Us																			PRF
				Don't Go Breaking My Heart																			PRF
				Don't Know Much																			PRF
				Don't Let The Sun Go Down On Me (featured in the Motion Picture LOST BOYS)																			PRF
				Don't Make Me Over																			RBF
				Don't Say Nothin' Bad About My Baby																			RBF
				Don't Take It Personal (Just One Of Dem Days)																			RBF
PRF 3rd only				Don't Talk to Strangers																			PRF
				Don't Want To Be A Fool																			RBF
				Don't You Worry 'Bout A Thing																			RBF
PRF 4th only				Donna																			PRF
				Doo Doo Doo Doo Doo (Heartbreaker)																			CRF
05/07/16 Irizarry wedding				Double Dutch bus								NO											
PRF 4th only				Down In The Boondocks																			PRF
PRF 3rd only				Downtown																			PRF
				Draw The Line																			CRF
				Dream Baby (How Long Must I Dream)																			PRF
				Dreamer																			CRF
				Duke Of Earl																			RBF
PRF 4th only				Easier Said Than Done																			PRF
				Easy																			RBF
PRF 4th only				Easy Lover																			
PRF 4th only				Elenore																			PRF
PRF 4th only				Elvira																			
				Emotion																			RBF
				Emotional Rescue																			CRF
				Emotions																			RBF
				Endless Love (from ENDLESS LOVE)																			PRF
				Eternal Flame																			PRF
				Everybody Have Fun Tonight																			PRF
				Everybody Plays The Fool, Sometime																			RBF
PRF 3rd only				Everything She Wants																			PRF
				Everytime I Close My Eyes																			RBF
				Everytime You Go Away																			PRF
				Eye In The Sky																			CRF
PRF 4th only				Fever																			PRF
				Flashdance...What A Feeling (from the Paramount Picture FLASHDANCE)																			PRF
05/14/16 Fleischman party				Fool in the Rain																			LC
				Fooling Yourself (The Angry Young Man)																			CRF
				Fools Fall In Love																			RBF
				For Your Love																			CRF
				For Your Precious Love																			RBF
				Forever																			RBF
				Forever Your Girl																			PRF
				Freeze Frame																			CRF
PRF 3rd only				Friends & Lovers (Both to Each Other)																			PRF
PRF 4th only				From A Distance																			PRF
PRF 4th only				Games People Play																			PRF
				Gee Whiz																			RBF
				Georgy Girl (from GEORGY GIRL)																			PRF
PRF 4th only				Get A Job																			PRF
PRF 4th only				Get Down Tonight																			PRF
				Get It On Tonite																			RBF
				Get Up (I Feel Like Being A Sex Machine)																			RBF
				Give It Up Or Turnit A Loose																			RBF
PRF 3rd only				Give Me Just A Little More Time																			PRF
				Give Me Love (Give Me Peace On Earth)																			CRF
PRF 4th only				Give Me The Night																			
PRF 3rd only				Gloria																			PRF
				Gloria																			PRF
PRF 4th only				Glory Of Love (Theme from KARATE KID PART II)																			
				Go Away, Little Girl																			PRF
				Go Now																			CRF
				Godzilla																			CRF
